,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
90,2122892.xml,9,9,Ø,5.76,0.91,94.23,5.12,0.91,1.21,98.78,977,3,4,2,984,982
91,228.xml,4,4,Ø,2.75,0.48,97.24,2.75,0.47,0.48,99.51,830,0,3,1,833,831
92,115.xml,2,2,Ø,3.57,0.6,96.42,3.57,0.59,0.59,99.4,332,0,0,2,332,334
93,2012887.xml,15,11,Ø,8.87,1.84,91.12,8.06,1.84,2.33,97.66,800,4,8,3,812,807
94,495_2893e_default.xml,13,7,Ø,3.24,0.94,96.75,3.0,0.94,1.8,98.19,1364,12,1,0,1377,1376
96,2012959.xml,16,16,Ø,7.65,1.22,92.34,6.45,1.22,1.9,98.09,1291,9,1,6,1301,1306
98,2012973.xml,32,17,Ø,7.39,2.1,92.6,6.08,2.09,3.58,96.41,1493,23,3,6,1519,1522
100,23_81ab9_default.xml,7,9,Ø,9.37,1.08,90.62,7.81,1.07,1.38,98.61,643,2,3,2,648,647
102,205.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,326,0,0,0,326,326
103,77.xml,6,5,Ø,4.54,0.92,95.45,4.54,0.92,1.38,98.61,642,3,2,1,647,646
104,103.xml,4,3,Ø,5.0,1.19,95.0,4.16,1.19,1.49,98.5,331,1,2,1,334,333
105,2012905.xml,11,12,Ø,7.5,1.02,92.5,6.87,1.02,1.49,98.5,1059,5,5,1,1069,1065
106,2012907.xml,57,21,Ø,12.28,5.05,87.71,10.52,5.03,8.02,91.97,1076,35,17,5,1128,1116
107,89_ddfff_default.xml,26,32,Ø,18.93,2.8,81.06,14.79,2.79,3.54,96.45,904,7,17,2,928,913
109,36_f33c6_default.xml,7,8,Ø,6.1,0.81,93.89,4.19,0.81,0.93,99.06,850,1,6,0,857,851
111,00000175.xml,8,7,Ø,5.14,0.89,94.85,5.14,0.89,1.22,98.77,886,3,0,5,889,894
112,2012951.xml,11,11,Ø,4.93,0.74,95.06,4.93,0.74,1.14,98.85,1467,6,3,2,1476,1475
113,67.xml,1,1,1,1.13,0.21,98.86,1.13,0.21,0.43,99.56,454,1,0,0,455,455
114,2012953.xml,5,5,Ø,2.21,0.34,97.78,2.21,0.34,0.61,99.38,1450,4,0,1,1454,1455
115,85_1dd5a_default.xml,24,29,Ø,16.57,2.11,83.42,14.85,2.08,2.34,97.65,1129,3,3,18,1135,1150
116,2012968.xml,16,12,Ø,5.79,1.17,94.2,5.07,1.16,2.03,97.96,1353,12,1,3,1366,1368
117,23_7c58b_default.xml,49,31,Ø,16.4,3.74,83.59,14.81,3.69,4.53,95.46,1278,11,20,18,1309,1307
118,6289387.xml,36,24,Ø,12.12,2.93,87.87,10.1,2.91,4.66,95.33,1200,22,6,8,1228,1230
119,56_0c02b_default.xml,13,16,Ø,14.15,1.85,85.84,11.94,1.85,2.56,97.43,689,5,6,2,700,696
120,2012931.xml,14,9,1023,3.68,0.93,96.31,3.48,0.93,1.73,98.26,1483,12,1,1,1496,1496
121,21_4c490_default.xml,32,29,Ø,15.02,2.4,84.97,13.47,2.39,3.0,96.99,1302,8,19,5,1329,1315
124,233.xml,4,3,Ø,1.74,0.42,98.25,1.74,0.42,0.53,99.46,933,1,1,2,935,936
125,167.xml,1,1,Ø,1.81,0.32,98.18,1.81,0.32,0.32,99.67,309,0,1,0,310,309
