,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
66,2012960.xml,19,18,Ø,7.72,1.23,92.27,7.29,1.23,2.13,97.86,1523,14,2,3,1539,1540
67,page_101.xml,21,20,Ø,16.0,2.63,84.0,15.19,2.62,3.25,96.74,778,5,14,2,797,785
68,6289387.xml,36,26,Ø,12.68,2.82,87.31,10.48,2.8,4.42,95.57,1246,21,6,9,1273,1276
69,2012940.xml,22,14,Ø,5.49,1.36,94.5,5.09,1.36,2.28,97.71,1594,15,4,3,1613,1612
70,137_cab99_default.xml,55,58,Ø,26.48,3.7,73.51,23.51,3.69,5.22,94.77,1433,23,30,2,1486,1458
71,2012901.xml,24,14,Ø,7.82,2.02,92.17,7.26,2.02,2.77,97.22,1162,9,12,3,1183,1174
72,2012967.xml,36,19,Ø,8.29,2.44,91.7,7.86,2.44,3.97,96.02,1439,23,12,1,1474,1463
73,2012968.xml,21,14,Ø,6.42,1.45,93.57,5.5,1.45,2.55,97.44,1420,16,3,2,1439,1438
74,page_00076.xml,58,30,Ø,17.04,4.66,82.95,14.48,4.64,7.67,92.32,1190,39,13,6,1242,1235
75,page_00073.xml,18,14,Ø,9.03,1.63,90.96,7.74,1.63,2.61,97.38,1086,11,3,4,1100,1101
76,2012930.xml,11,12,Ø,5.55,0.77,94.44,4.62,0.77,0.98,99.01,1416,3,5,3,1424,1422
77,2013000.xml,4,5,678,2.18,0.27,97.81,1.96,0.27,0.41,99.58,1440,2,1,1,1443,1443
78,2012942.xml,25,18,Ø,7.19,1.58,92.8,6.4,1.58,2.64,97.35,1557,17,6,2,1580,1576
79,page_107.xml,11,9,Ø,6.47,1.26,93.52,5.75,1.26,1.48,98.51,862,2,9,0,873,864
80,90_fee98_default.xml,63,48,Ø,23.76,4.66,76.23,21.78,4.63,7.15,92.84,1296,35,19,9,1350,1340
81,2013217.xml,25,24,Ø,10.25,1.69,89.74,8.54,1.69,2.56,97.43,1454,13,9,3,1476,1470
82,2012950.xml,9,11,Ø,6.01,0.76,93.98,5.19,0.76,1.18,98.81,1172,5,3,1,1180,1178
83,2012889.xml,35,13,Ø,7.42,3.01,92.57,7.42,3.0,4.94,95.05,1128,23,10,2,1161,1153
84,2012969.xml,9,11,607,4.74,0.62,95.25,3.66,0.61,0.96,99.03,1443,5,2,2,1450,1450
85,2012885.xml,21,15,Ø,19.23,4.11,80.76,17.94,4.1,6.4,93.59,490,12,8,1,510,503
86,214_de2b5_default.xml,46,45,Ø,20.64,3.28,79.35,18.57,3.28,5.17,94.82,1356,27,17,2,1400,1385
87,2012949.xml,16,17,Ø,7.87,1.14,92.12,7.4,1.14,1.7,98.29,1386,8,6,2,1400,1396
88,2012986.xml,16,19,Ø,7.78,1.02,92.21,6.14,1.01,1.27,98.72,1556,4,5,7,1565,1567
89,2012989.xml,18,22,Ø,9.86,1.2,90.13,7.84,1.2,1.53,98.46,1480,5,6,7,1491,1492
90,2012925.xml,17,12,Ø,5.28,1.14,94.71,4.84,1.13,1.8,98.19,1476,10,4,3,1490,1489
91,2012924.xml,14,15,Ø,6.41,0.94,93.58,5.55,0.94,1.54,98.45,1467,9,4,1,1480,1477
