,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
18,2012944.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1454,0,0,0,1454,1454
19,2012937.xml,5,6,984,2.97,0.39,97.02,2.72,0.39,0.63,99.36,1252,3,1,1,1256,1256
20,2012997.xml,5,5,Ø,2.25,0.33,97.74,2.02,0.33,0.46,99.53,1510,2,0,3,1512,1515
21,2012943.xml,11,8,Ø,3.38,0.74,96.61,3.17,0.74,1.15,98.84,1465,6,1,4,1472,1475
22,page_00083.xml,8,6,Ø,3.29,0.71,96.7,3.02,0.71,1.15,98.84,1117,5,2,1,1124,1123
23,2012890.xml,9,8,Ø,5.19,0.8,94.8,4.54,0.8,1.15,98.84,1114,4,0,5,1118,1123
24,2012909.xml,19,30,Ø,18.18,1.8,81.81,13.93,1.79,2.17,97.82,1041,4,7,8,1052,1053
25,2012928.xml,13,8,Ø,3.7,0.95,96.29,3.47,0.95,1.53,98.46,1352,8,0,5,1360,1365
26,2012935.xml,3,2,Ø,0.93,0.21,99.06,0.93,0.21,0.35,99.64,1386,2,0,1,1388,1389
27,2012897.xml,7,6,Ø,3.7,0.62,96.29,3.39,0.62,0.88,99.11,1120,3,1,3,1124,1126
28,page_001.xml,1,1,1,0.94,0.14,99.05,0.94,0.14,0.29,99.7,677,1,0,0,678,678
29,2012910.xml,9,13,Ø,19.69,2.22,80.3,15.15,2.22,2.95,97.04,396,3,6,0,405,399
30,33_425fa_default.xml,10,11,Ø,5.0,0.7,95.0,4.31,0.7,1.05,98.94,1412,5,2,3,1419,1420
31,2012948.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1389,0,0,0,1389,1389
32,2012958.xml,2,4,1000,1.63,0.12,98.36,1.22,0.12,0.12,99.87,1546,0,1,1,1547,1547
33,2013002.xml,7,3,Ø,1.27,0.45,98.72,1.27,0.45,0.64,99.35,1548,3,1,3,1552,1554
34,page_00238.xml,11,9,Ø,5.08,0.94,94.91,4.8,0.94,1.45,98.54,1157,6,1,4,1164,1167
35,2012907.xml,47,22,Ø,12.86,4.17,87.13,11.69,4.11,6.25,93.74,1096,25,6,16,1127,1137
36,2012988.xml,8,7,Ø,3.16,0.56,96.83,2.71,0.56,0.84,99.15,1406,4,0,4,1410,1414
37,21301625.xml,62,55,Ø,15.27,2.59,84.72,14.86,2.59,4.4,95.59,2329,44,12,6,2385,2379
38,2012990.xml,7,9,Ø,3.86,0.47,96.13,3.0,0.47,0.53,99.46,1477,1,0,6,1478,1484
39,2012972.xml,7,7,Ø,2.88,0.44,97.11,2.26,0.44,0.57,99.42,1559,2,3,2,1564,1563
40,6_32167_default.xml,25,13,Ø,7.78,2.28,92.21,7.48,2.25,3.41,96.58,1082,13,1,11,1096,1106
41,2012895.xml,23,10,Ø,5.91,2.05,94.08,5.62,2.03,3.08,96.91,1106,12,0,11,1118,1129
42,2013003.xml,1,2,Ø,1.09,0.08,98.9,0.81,0.08,0.08,99.91,1180,0,1,0,1181,1180
43,2012953.xml,3,2,Ø,0.88,0.2,99.11,0.88,0.2,0.34,99.65,1448,2,0,1,1450,1451
44,2012963.xml,9,7,Ø,3.36,0.7,96.63,3.12,0.7,1.09,98.9,1271,5,1,3,1277,1279
45,72_9304e_default.xml,23,27,Ø,12.21,1.55,87.78,10.4,1.55,2.02,97.97,1459,7,11,5,1477,1471
46,283_3e2b0_default.xml,15,8,930,3.53,1.12,96.46,3.31,1.11,1.63,98.36,1325,7,4,4,1336,1336
47,2012904.xml,8,6,589,3.52,0.69,96.47,3.52,0.69,1.04,98.95,1138,4,2,2,1144,1144
48,page_00008.xml,11,6,Ø,3.42,0.92,96.57,3.42,0.92,1.5,98.49,1183,7,1,3,1191,1193
49,2012945.xml,2,3,186,1.36,0.14,98.63,1.14,0.14,0.14,99.85,1378,0,1,1,1379,1379
50,2012957.xml,6,8,77,3.5,0.41,96.49,2.85,0.4,0.54,99.45,1459,2,2,2,1463,1463
51,2012891.xml,9,6,Ø,3.44,0.77,96.55,3.44,0.77,1.03,98.96,1152,3,2,4,1157,1159
52,2012994.xml,5,6,Ø,2.88,0.36,97.11,2.4,0.36,0.5,99.49,1381,2,1,2,1384,1385
53,2012955.xml,32,11,Ø,4.66,2.22,95.33,4.44,2.2,3.56,96.43,1420,20,1,11,1441,1451
