,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
436,Sceve_1544_btv1b8609581h_8.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,3,0,0,0,3,3
437,Apothesosis_Poculo_1536-7_Epitaphiorum_ac_tumulorum_libellus_quibus_Des_Erasmi_Roterodami_mors_defletur.pdf_page_21.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1377,0,0,0,1377,1377
438,Magny_1553_bpt6k8711906g_55.xml,1,1,Ø,0.54,0.09,99.45,0.54,0.09,0.09,99.9,1019,0,0,1,1019,1020
440,desRoches_1585_bpt6k706947_70.xml,6,6,710,4.25,0.76,95.74,3.9,0.75,1.01,98.98,785,2,2,2,789,789
441,Apologia_1534_91_07954_default.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,97,0,0,0,97,97
442,Tyard_1549_btv1b8617188p_54.xml,2,3,Ø,2.85,0.37,97.14,2.38,0.37,0.37,99.62,532,0,0,2,532,534
443,T_M_Daneau_1_Tim_C2_2013000.xml,2,4,Ø,1.87,0.14,98.12,1.4,0.14,0.14,99.85,1386,0,2,0,1388,1386
444,Sceve_1544_btv1b8609581h_26.xml,9,9,Ø,5.42,0.95,94.57,5.42,0.94,1.04,98.95,945,1,0,8,946,954
447,Montenay_btv1b8609568n_127.xml,3,2,279,3.7,1.0,96.29,3.7,1.0,1.33,98.66,297,1,1,1,299,299
448,Montenay_btv1b8609568n_111.xml,1,1,1,1.53,0.29,98.46,1.53,0.29,0.59,99.4,334,1,0,0,335,335
449,Apologia_1534_79_cd4a5_default.xml,1,1,Ø,0.61,0.09,99.38,0.61,0.09,0.09,99.9,1082,0,0,1,1082,1083
450,Montenay_btv1b8609568n_183.xml,1,1,Ø,1.51,0.3,98.48,1.51,0.29,0.29,99.7,333,0,0,1,333,334
451,Apologia_1534_19_2c887_default.xml,9,7,Ø,3.55,0.68,96.44,3.29,0.68,0.83,99.16,1313,2,6,1,1321,1316
455,Tyard_1549_btv1b8617188p_67.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,748,0,0,0,748,748
456,Labe_1555_btv1b86095588_102.xml,6,2,Ø,1.05,0.55,98.94,0.79,0.55,0.64,99.35,1080,1,5,0,1086,1081
457,Montenay_btv1b8609568n_227.xml,6,5,Ø,4.46,0.96,95.53,4.46,0.95,1.27,98.72,621,2,1,3,624,626
458,Montenay_btv1b8609568n_93.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,326,0,0,0,326,326
460,Apologia_1534_13_a36fc_default.xml,1,0,Ø,0.0,0.07,100.0,0.0,0.07,0.07,99.92,1308,0,1,0,1309,1308
461,Guillet_1546_bpt6k3182270_26.xml,5,5,Ø,3.96,0.69,96.03,3.96,0.69,1.1,98.89,717,3,0,2,720,722
462,Apologia_1534_60_27e00_default.xml,1,2,Ø,1.14,0.08,98.85,0.86,0.08,0.08,99.91,1115,0,1,0,1116,1115
463,Apologia_1534_75_91fbf_default.xml,1,1,1,0.56,0.08,99.43,0.56,0.08,0.17,99.82,1136,1,0,0,1137,1137
464,Labe_1555_btv1b86095588_80.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1103,0,0,0,1103,1103
