,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
191,T_M_Daneau_1_Tim_C1_2012896.xml,14,4,Ø,2.29,1.2,97.7,2.29,1.19,1.96,98.03,1154,9,0,5,1163,1168
192,Apologia_1534_17_bee9f_default.xml,5,4,Ø,1.98,0.36,98.01,1.98,0.36,0.5,99.49,1381,2,2,1,1385,1384
193,T_M_Daneau_1_Tim_C1_2012902.xml,32,20,Ø,10.63,2.67,89.36,10.63,2.64,3.71,96.28,1178,13,4,15,1195,1206
194,Montenay_btv1b8609568n_169.xml,2,1,Ø,1.63,0.56,98.36,1.63,0.56,0.83,99.16,355,1,0,1,356,357
195,Sceve_1544_btv1b8609581h_32.xml,15,12,Ø,7.5,1.54,92.5,7.5,1.52,2.13,97.86,967,6,1,8,974,981
196,Daneau_1-Tim_33_425fa_default.xml,10,11,Ø,4.54,0.66,95.45,3.92,0.66,0.99,99.0,1493,5,2,3,1500,1501
197,Tyard_1549_btv1b8617188p_63.xml,4,3,Ø,2.05,0.49,97.94,2.05,0.49,0.74,99.25,799,2,0,2,801,803
198,desRoches_1585_bpt6k706947_51.xml,2,2,Ø,1.19,0.2,98.8,1.19,0.2,0.3,99.69,970,1,0,1,971,972
199,Magny_1553_bpt6k8711906g_17.xml,1,1,1,0.53,0.09,99.46,0.53,0.09,0.18,99.81,1061,1,0,0,1062,1062
200,Sceve_1544_btv1b8609581h_55.xml,8,6,Ø,5.45,1.33,94.54,5.45,1.32,2.14,97.85,595,5,0,3,600,603
201,Tyard_1549_btv1b8617188p_20.xml,13,7,Ø,5.3,1.78,94.69,4.54,1.77,2.45,97.54,719,5,3,5,727,729
202,Labe_1555_btv1b86095588_23.xml,13,5,Ø,2.39,1.13,97.6,1.67,1.13,1.31,98.68,1131,2,11,0,1144,1133
203,Tyard_1549_btv1b8617188p_83.xml,5,4,Ø,3.07,0.66,96.92,3.07,0.66,0.93,99.06,745,2,0,3,747,750
204,Guillet_1546_bpt6k3182270_41.xml,6,5,Ø,6.25,1.29,93.75,6.25,1.29,1.93,98.06,459,3,2,1,464,463
205,Labe_1555_btv1b86095588_121.xml,1,1,1,1.58,0.31,98.41,1.58,0.31,0.62,99.37,318,1,0,0,319,319
206,desRoches_1585_bpt6k706947_29.xml,4,3,595,1.87,0.41,98.12,1.87,0.41,0.62,99.37,957,2,1,1,960,960
207,Montenay_btv1b8609568n_10.xml,11,10,622,6.57,1.22,93.42,6.25,1.21,1.98,98.01,892,7,2,2,901,901
208,Daneau_1-Tim_312_bc383_default.xml,44,18,Ø,8.41,3.13,91.58,7.94,3.09,4.69,95.3,1377,23,5,16,1405,1416
209,Apologia_1534_66_d33e2_default.xml,2,1,Ø,0.52,0.16,99.47,0.52,0.16,0.25,99.74,1189,1,1,0,1191,1190
210,Montenay_btv1b8609568n_12.xml,4,3,Ø,2.01,0.46,97.98,2.01,0.46,0.8,99.19,863,3,0,1,866,867
211,T_M_Daneau_1_Tim_C2_2012988.xml,8,7,Ø,3.01,0.54,96.98,2.58,0.54,0.81,99.18,1472,4,0,4,1476,1480
213,desRoches_1585_bpt6k706947_52.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,874,0,0,0,874,874
214,Epigrammata_1520_29_680d5_default.xml,3,3,535,2.12,0.32,97.87,2.12,0.32,0.43,99.56,916,1,1,1,918,918
215,Epigrammata_1520_46_f31e3_default.xml,3,1,Ø,0.67,0.31,99.32,0.67,0.31,0.52,99.47,942,2,0,1,944,945
217,Apologia_1534_26_2ac30_default.xml,1,1,Ø,0.52,0.07,99.47,0.52,0.07,0.07,99.92,1352,0,1,0,1353,1352
219,Aretius_1-Tim_page_00002.xml,12,11,Ø,6.07,0.98,93.92,5.52,0.98,1.47,98.52,1207,6,1,5,1214,1218
220,Bucer_Eph_b_180_8a70d_default.xml,19,23,Ø,9.78,1.22,90.21,8.51,1.22,1.79,98.2,1536,9,4,6,1549,1551
221,Tyard_1549_btv1b8617188p_23.xml,2,1,Ø,0.76,0.26,99.23,0.76,0.26,0.39,99.6,756,1,0,1,757,758
222,Labe_1555_btv1b86095588_130.xml,1,1,Ø,0.49,0.08,99.5,0.49,0.08,0.08,99.91,1135,0,1,0,1136,1135
223,Apothesosis_Poculo_1536-7_Epitaphiorum_ac_tumulorum_libellus_quibus_Des_Erasmi_Roterodami_mors_defletur.pdf_page_17.xml,1,1,1,0.45,0.07,99.54,0.45,0.07,0.14,99.85,1412,1,0,0,1413,1413
224,T_M_Daneau_1_Tim_C1_2012945.xml,2,3,2,1.29,0.13,98.7,1.07,0.13,0.27,99.72,1435,2,0,0,1437,1437
226,Magny_1553_bpt6k8711906g_60.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1104,0,0,0,1104,1104
227,T_M_Daneau_1_Tim_C1_2012893.xml,14,11,Ø,6.17,1.17,93.82,5.89,1.16,1.57,98.42,1189,5,2,7,1196,1201
228,desAutels_1550_bpt6k15272172_58.xml,3,2,Ø,1.14,0.3,98.85,1.14,0.3,0.5,99.49,988,2,0,1,990,991
229,Magny_1553_bpt6k8711906g_77.xml,2,2,Ø,0.99,0.17,99.0,0.99,0.17,0.25,99.74,1162,1,1,0,1164,1163
230,T_M_Daneau_1_Tim_C1_2012917.xml,12,9,Ø,4.16,0.87,95.83,3.7,0.87,1.37,98.62,1366,7,0,5,1373,1378
231,Sceve_1544_btv1b8609581h_76.xml,21,12,Ø,6.93,2.17,93.06,6.93,2.15,3.47,96.52,953,13,0,8,966,974
234,Labe_1555_btv1b86095588_63.xml,24,7,Ø,3.58,2.05,96.41,2.56,2.04,2.3,97.69,1147,3,20,1,1170,1151
235,desRoches_1585_bpt6k706947_27.xml,1,2,1,1.13,0.1,98.86,0.85,0.1,0.2,99.79,998,1,0,0,999,999
236,Daneau_1-Tim_283_3e2b0_default.xml,15,9,975,3.84,1.07,96.15,3.41,1.07,1.57,98.42,1383,7,4,4,1394,1394
237,Labe_1555_btv1b86095588_35.xml,20,4,Ø,2.63,2.45,97.36,1.31,2.45,2.45,97.54,795,0,20,0,815,795
